"subscription_length","vehicle_age","customer_age","region_density","airbags","displacement","cylinder","turning_radius","length","width","gross_weight","ncap_rating"
2.3,0.4,36,8794,2,796,3,4.6,3445,1515,1185,0
5.9,1.4,40,65567,2,1197,4,4.8,3845,1735,1335,2
0.3,0.2,41,27003,2,796,3,4.6,3445,1515,1185,0
0.4,0.2,49,6112,2,796,3,4.6,3445,1515,1185,0
12.2,1.8,61,5410,2,1197,4,4.8,3845,1735,1335,2
4.6,0.2,45,73430,2,796,3,4.6,3445,1515,1185,0
8.3,0.4,35,4990,2,796,3,4.6,3445,1515,1185,0
0,0.6,39,4076,2,796,3,4.6,3445,1515,1185,0
11.6,0.6,42,8794,6,1197,4,4.85,3990,1745,1410,0
3.5,1.4,47,6108,2,1498,4,4.9,3995,1695,1051,4
10.9,1.4,48,7788,2,1498,4,4.9,3995,1695,1051,4
3.1,0.6,52,34738,2,796,3,4.6,3445,1515,1185,0
3,1.2,47,4076,2,1498,4,4.9,3995,1695,1051,4
2.8,2.8,56,34738,2,1197,4,4.8,3995,1735,1335,2
0.6,0,52,73430,2,796,3,4.6,3445,1515,1185,0
11.2,2.2,58,34791,6,1493,4,5.2,4300,1790,1720,3
9.7,1.2,45,65567,2,1197,4,4.8,3845,1735,1335,2
8,2,40,34738,2,796,3,4.6,3445,1515,1185,0
2.6,0.6,50,8794,6,1197,4,4.85,3990,1745,1410,0
3.3,0.4,40,34738,2,796,3,4.6,3445,1515,1185,0
5.3,0.4,52,34738,2,796,3,4.6,3445,1515,1185,0
0.5,0.4,45,13051,2,796,3,4.6,3445,1515,1185,0
12.4,1.8,48,8794,6,1197,4,4.85,3990,1745,1410,0
0.1,0.8,53,27003,2,796,3,4.6,3445,1515,1185,0
11.1,2.6,61,34791,2,998,3,4.7,3655,1620,1340,2
6.7,2.2,36,73430,6,1493,4,5.2,4300,1790,1720,3
12.3,1.2,37,6112,6,1493,4,5.2,4300,1790,1720,3
1.2,1.4,37,34738,2,796,3,4.6,3445,1515,1185,0
5.5,2.6,38,7788,6,1493,4,5.2,4300,1790,1720,3
0.2,1,48,17804,6,1493,4,5.2,4300,1790,1720,3
0.7,0,53,17804,2,796,3,4.6,3445,1515,1185,0
5.4,1,40,7788,6,1197,4,4.85,3990,1745,1410,0
10,1.4,48,27003,2,1197,4,4.8,3845,1735,1335,2
3.9,1.4,46,34738,2,1197,4,4.8,3995,1735,1335,2
5.7,0.4,36,34791,2,1197,4,4.8,3845,1735,1335,2
1,2,41,5410,2,1498,4,4.9,3995,1695,1051,4
12,0.8,61,8794,2,1197,4,4.8,3845,1735,1335,2
11.7,0.6,36,8794,2,998,3,4.7,3655,1620,1340,2
0.4,2,37,6112,6,1493,4,5.2,4300,1790,1720,3
11.9,1.2,40,27003,6,1493,4,5.2,4300,1790,1720,3
11.9,0.2,44,21622,6,1197,4,4.85,3990,1745,1410,0
2.2,1.8,43,4076,6,1197,4,4.85,3990,1745,1410,0
11.9,2,42,3264,2,1197,4,4.8,3845,1735,1335,2
8.4,0.6,50,34791,2,796,3,4.6,3445,1515,1185,0
0.2,1.4,39,34738,2,796,3,4.6,3445,1515,1185,0
0.1,2.8,45,8794,2,796,3,4.6,3445,1515,1185,0
3.8,1.4,40,73430,2,1197,4,4.8,3845,1735,1335,2
11.3,0,37,5410,2,1197,4,4.8,3845,1735,1335,2
6.5,1.6,35,27003,6,1493,4,5.2,4300,1790,1720,3
4.3,3,41,8794,2,1497,4,5,3990,1755,1490,5
11.5,1.8,36,8794,6,1197,4,4.85,3990,1745,1410,0
1.3,0.2,53,16733,2,796,3,4.6,3445,1515,1185,0
3,2.2,44,8794,6,1493,4,5.2,4300,1790,1720,3
6.6,2,44,4076,2,796,3,4.6,3445,1515,1185,0
3.1,1.4,45,8794,6,1493,4,5.2,4300,1790,1720,3
0.3,0.2,40,34738,2,796,3,4.6,3445,1515,1185,0
9.1,0.4,44,34738,2,796,3,4.6,3445,1515,1185,0
11.7,2,43,4076,6,1493,4,5.2,4300,1790,1720,3
5.5,0.6,41,27003,2,1197,4,4.8,3845,1735,1335,2
2.4,2.4,39,8794,2,1197,4,4.8,3845,1735,1335,2
2.1,0.4,48,34738,6,1493,4,5.2,4300,1790,1720,3
6.8,0.2,50,27003,2,1197,4,4.8,3845,1735,1335,2
12.1,0.2,41,27003,1,1196,4,4.5,3675,1475,1510,0
0.5,0,56,34738,2,796,3,4.6,3445,1515,1185,0
2.4,3,39,8794,2,1197,4,4.8,3845,1735,1335,2
7.4,0.8,41,73430,2,1199,3,5.1,3993,1811,1660,5
11.1,2.8,41,8794,2,1197,4,4.8,3845,1735,1335,2
3,2.4,36,4076,2,999,3,5,3731,1579,1155,2
1.5,1.2,38,17804,2,999,3,5,3731,1579,1155,2
6.3,0.6,48,34738,2,796,3,4.6,3445,1515,1185,0
10.6,0.2,62,34738,6,1493,4,5.2,4300,1790,1720,3
2.4,0.2,55,73430,2,796,3,4.6,3445,1515,1185,0
0.9,3,41,6112,6,1197,4,4.85,3990,1745,1410,0
0.4,0,53,27003,2,796,3,4.6,3445,1515,1185,0
0.3,0.4,42,34791,2,1497,4,5,3990,1755,1490,5
0.9,0.6,38,290,2,1197,4,4.8,3845,1735,1335,2
9.2,3.2,47,27003,6,1493,4,5.2,4300,1790,1720,3
0.9,1.4,48,73430,6,1197,4,4.85,3990,1745,1410,0
2.4,2.4,40,27003,2,1197,4,4.8,3845,1735,1335,2
0.9,0,47,6108,2,796,3,4.6,3445,1515,1185,0
0.3,0.2,62,4076,2,796,3,4.6,3445,1515,1185,0
10.4,1.2,54,27003,2,1197,4,4.8,3845,1735,1335,2
10.8,4.2,60,27003,6,1493,4,5.2,4300,1790,1720,3
5.9,2.6,60,17804,2,998,3,4.7,3655,1620,1340,2
11.6,0.4,41,5410,2,999,3,5,3731,1579,1155,2
9.7,0,45,4076,2,796,3,4.6,3445,1515,1185,0
2.4,0.4,55,4076,2,796,3,4.6,3445,1515,1185,0
1.2,0.2,37,27742,2,1197,4,4.8,3845,1735,1335,2
2.9,3.4,45,5410,2,1197,4,4.8,3845,1735,1335,2
4.5,1,54,21622,2,796,3,4.6,3445,1515,1185,0
11.9,3.2,40,21622,6,1493,4,5.2,4300,1790,1720,3
4.3,0,43,34738,2,796,3,4.6,3445,1515,1185,0
5.8,0,35,3264,2,796,3,4.6,3445,1515,1185,0
7.3,0.2,45,17804,2,999,3,5,3731,1579,1155,2
2,0.6,43,8794,2,1197,4,4.8,3845,1735,1335,2
0.5,2.4,48,8794,2,998,3,4.7,3655,1620,1340,2
3.1,0.2,45,4990,2,796,3,4.6,3445,1515,1185,0
11.9,2,41,27003,2,1197,4,4.8,3845,1735,1335,2
6.6,0.8,45,4076,2,1197,4,4.8,3845,1735,1335,2
0.8,1.6,44,34738,2,1197,4,4.8,3845,1735,1335,2
0.6,0.2,59,34738,2,796,3,4.6,3445,1515,1185,0
11.9,3,40,5410,6,1493,4,5.2,4300,1790,1720,3
4.8,0.6,40,34738,6,1493,4,5.2,4300,1790,1720,3
0.3,1,40,27003,2,998,3,4.7,3655,1620,1340,2
9.3,1,45,8794,6,1493,4,5.2,4300,1790,1720,3
10,2.6,40,34738,2,1497,4,5,3990,1755,1490,5
10.5,0.4,45,5410,6,1197,4,4.85,3990,1745,1410,0
1.3,0.2,43,73430,2,796,3,4.6,3445,1515,1185,0
5.7,0.4,47,34738,2,796,3,4.6,3445,1515,1185,0
4,0.4,43,17804,2,796,3,4.6,3445,1515,1185,0
3.9,0,47,27003,2,1497,4,5,3990,1755,1490,5
6.9,1.8,39,13051,2,1498,4,4.9,3995,1695,1051,4
6,0.4,45,34738,2,796,3,4.6,3445,1515,1185,0
3.8,1,58,4990,2,796,3,4.6,3445,1515,1185,0
10.5,1,48,34791,2,999,3,5,3731,1579,1155,2
5.2,1.2,43,8794,2,1197,4,4.8,3845,1735,1335,2
0.6,2.8,40,5410,6,1493,4,5.2,4300,1790,1720,3
12,0.4,37,8794,6,1493,4,5.2,4300,1790,1720,3
1.7,2.2,45,8794,2,1197,4,4.8,3845,1735,1335,2
0.8,0.6,36,73430,2,1197,4,4.8,3845,1735,1335,2
2.8,2,42,27003,2,1498,4,4.9,3995,1695,1051,4
9,2,40,8794,2,998,3,4.7,3655,1620,1340,2
2.8,0.2,45,27003,1,1196,4,4.5,3675,1475,1510,0
8,1.2,39,27742,2,1197,4,4.8,3845,1735,1335,2
5.6,2.8,53,5410,2,998,3,4.7,3655,1620,1340,2
10.2,1.2,57,6112,2,1197,4,4.8,3845,1735,1335,2
10.2,0.6,53,16733,6,1197,4,4.85,3990,1745,1410,0
2.4,0.8,40,34738,2,1199,3,5.1,3993,1811,1660,5
9.6,0.4,39,17804,2,796,3,4.6,3445,1515,1185,0
0.8,1.8,47,6112,2,998,3,4.7,3655,1620,1340,2
11.3,4.2,47,290,1,1196,4,4.5,3675,1475,1510,0
5.9,2.2,50,4990,2,1197,4,4.8,3845,1735,1335,2
1,0.4,44,4076,2,1197,4,4.8,3845,1735,1335,2
11.3,0.4,38,6112,6,1493,4,5.2,4300,1790,1720,3
11.1,3,50,6108,2,998,3,4.7,3655,1620,1340,2
1.2,0,47,34738,2,796,3,4.6,3445,1515,1185,0
0.5,0.8,44,8794,2,1197,4,4.8,3845,1735,1335,2
10.8,2,40,8794,2,1498,4,4.9,3995,1695,1051,4
0.8,1.8,35,17804,2,1197,4,4.8,3845,1735,1335,2
3.9,0.2,51,4076,2,796,3,4.6,3445,1515,1185,0
8.2,0.6,40,4076,2,796,3,4.6,3445,1515,1185,0
12.1,0.2,43,4076,2,998,3,4.7,3655,1620,1340,2
0.8,2.6,40,34738,2,998,3,4.7,3655,1620,1340,2
1.5,0,73,34738,2,796,3,4.6,3445,1515,1185,0
5.9,0.4,50,4076,6,1493,4,5.2,4300,1790,1720,3
12.1,1,37,4076,2,796,3,4.6,3445,1515,1185,0
10.5,2.6,41,27003,6,1197,4,4.85,3990,1745,1410,0
5.3,2.8,37,8794,6,1197,4,4.85,3990,1745,1410,0
8,1.8,46,8794,6,1493,4,5.2,4300,1790,1720,3
11.5,3,45,8794,2,1197,4,4.8,3845,1735,1335,2
7.9,1,36,27003,2,1197,4,4.8,3845,1735,1335,2
10.7,1.8,48,34738,6,1197,4,4.85,3990,1745,1410,0
6.1,0.2,54,34738,2,999,3,5,3731,1579,1155,2
10.3,0.6,40,34791,2,1197,4,4.8,3845,1735,1335,2
4.7,0,52,34738,2,1197,4,4.8,3995,1735,1335,2
5.2,0.2,47,4076,2,796,3,4.6,3445,1515,1185,0
0.4,0.8,63,17804,2,796,3,4.6,3445,1515,1185,0
7.2,2.6,44,8794,2,999,3,5,3731,1579,1155,2
10.9,1.2,52,17804,2,1498,4,4.9,3995,1695,1051,4
11,1.2,52,8794,2,796,3,4.6,3445,1515,1185,0
11.9,1.2,53,34738,2,998,3,4.7,3655,1620,1340,2
10.5,0.4,57,4076,2,999,3,5,3731,1579,1155,2
7.2,1.4,39,34738,2,796,3,4.6,3445,1515,1185,0
1.9,0.8,39,4990,2,1197,4,4.8,3845,1735,1335,2
10.9,1.6,44,27003,2,1197,4,4.8,3995,1735,1335,2
0.7,0,35,34738,2,998,3,4.7,3655,1620,1340,2
1.8,0.4,36,34738,2,796,3,4.6,3445,1515,1185,0
5,0.6,45,73430,6,1197,4,4.85,3990,1745,1410,0
1.6,2.8,37,27003,6,1493,4,5.2,4300,1790,1720,3
2.4,0.2,50,21622,2,796,3,4.6,3445,1515,1185,0
4.4,0,49,17804,2,796,3,4.6,3445,1515,1185,0
10.6,0.2,45,5410,2,1197,4,4.8,3845,1735,1335,2
8,0.8,35,6112,2,796,3,4.6,3445,1515,1185,0
10.1,0.6,40,27003,6,1493,4,5.2,4300,1790,1720,3
12.3,1.8,48,27003,2,998,3,4.7,3655,1620,1340,2
5,2.6,40,27003,6,1493,4,5.2,4300,1790,1720,3
5.9,0.8,52,17804,2,796,3,4.6,3445,1515,1185,0
6,1.8,37,34738,6,1493,4,5.2,4300,1790,1720,3
0.4,0.2,45,16206,2,796,3,4.6,3445,1515,1185,0
11.1,1.4,41,7788,6,1493,4,5.2,4300,1790,1720,3
1.1,0.8,35,27003,2,998,3,4.7,3655,1620,1340,2
10.1,1,44,8794,2,796,3,4.6,3445,1515,1185,0
11.7,1.6,41,27003,2,999,3,5,3731,1579,1155,2
6.4,0.6,43,73430,2,796,3,4.6,3445,1515,1185,0
3.9,1.2,36,34738,2,1197,4,4.8,3845,1735,1335,2
3,0,52,5410,2,796,3,4.6,3445,1515,1185,0
4.8,0.8,39,34738,6,1493,4,5.2,4300,1790,1720,3
7.3,2.6,43,8794,6,1493,4,5.2,4300,1790,1720,3
10.9,0.6,36,17804,2,1498,4,4.9,3995,1695,1051,4
10.1,2.4,54,8794,6,1197,4,4.85,3990,1745,1410,0
8.3,0.2,45,4076,2,796,3,4.6,3445,1515,1185,0
10.3,1.8,37,7788,6,1197,4,4.85,3990,1745,1410,0
12.2,1.4,36,8794,2,1197,4,4.8,3845,1735,1335,2
2.5,0.8,38,8794,2,1197,4,4.8,3845,1735,1335,2
2.4,0.6,48,73430,2,796,3,4.6,3445,1515,1185,0
8.7,2.6,43,7788,6,1493,4,5.2,4300,1790,1720,3
8.5,2.8,41,5410,2,1197,4,4.8,3995,1735,1335,2
5.9,3.6,41,8794,2,1197,4,4.8,3845,1735,1335,2
0.5,2.2,50,16733,2,999,3,5,3731,1579,1155,2
6.5,0.2,49,34738,2,796,3,4.6,3445,1515,1185,0
0.1,0,46,34738,2,796,3,4.6,3445,1515,1185,0
11.5,0.6,51,4076,2,1497,4,5,3990,1755,1490,5
0.2,0,56,4076,2,796,3,4.6,3445,1515,1185,0
0.9,0.4,35,8794,6,1493,4,5.2,4300,1790,1720,3
12,3,35,17804,2,796,3,4.6,3445,1515,1185,0
7,0.8,43,34738,2,796,3,4.6,3445,1515,1185,0
1.9,2.8,51,8794,6,1493,4,5.2,4300,1790,1720,3
9.6,3.2,36,34791,2,1199,3,5.1,3993,1811,1660,5
0.2,0.6,48,73430,2,796,3,4.6,3445,1515,1185,0
12,2,49,27003,2,1197,4,4.8,3845,1735,1335,2
1.1,0.2,57,34738,2,796,3,4.6,3445,1515,1185,0
10.5,1.2,35,8794,6,1493,4,5.2,4300,1790,1720,3
8.1,3,47,17804,2,1197,4,4.8,3845,1735,1335,2
8.1,0.4,54,4076,2,796,3,4.6,3445,1515,1185,0
8.3,1,40,13051,2,1197,4,4.8,3845,1735,1335,2
11.6,0.2,54,34738,2,998,3,4.7,3655,1620,1340,2
2.2,0.4,64,73430,2,796,3,4.6,3445,1515,1185,0
0.9,1.4,51,290,2,1197,4,4.8,3845,1735,1335,2
0.9,2.8,43,73430,2,998,3,4.7,3655,1620,1340,2
1,0,41,34791,2,796,3,4.6,3445,1515,1185,0
0.8,1.6,38,5410,6,1493,4,5.2,4300,1790,1720,3
5.4,0.8,49,6112,2,796,3,4.6,3445,1515,1185,0
7.3,1.2,49,7788,6,1197,4,4.85,3990,1745,1410,0
1,2,43,27003,2,1197,4,4.8,3845,1735,1335,2
5.6,2,47,6112,2,796,3,4.6,3445,1515,1185,0
3.9,0,53,34738,2,1197,4,4.8,3995,1735,1335,2
11.4,1.6,49,8794,6,1493,4,5.2,4300,1790,1720,3
8.8,0.8,45,7788,6,1493,4,5.2,4300,1790,1720,3
0.8,2.2,46,6112,2,999,3,5,3731,1579,1155,2
0.6,0,59,8794,2,1197,4,4.8,3845,1735,1335,2
1.5,1,40,27003,6,1493,4,5.2,4300,1790,1720,3
11,1.2,56,8794,2,998,3,4.7,3655,1620,1340,2
2.5,1,64,34738,2,1497,4,5,3990,1755,1490,5
6.6,0.2,49,73430,2,796,3,4.6,3445,1515,1185,0
9.8,0.2,56,7788,2,796,3,4.6,3445,1515,1185,0
10.7,1.4,40,8794,2,1497,4,5,3990,1755,1490,5
2.9,0.6,42,5410,6,1493,4,5.2,4300,1790,1720,3
11.2,2,39,6112,2,1197,4,4.8,3845,1735,1335,2
0.9,0,43,8794,2,999,3,5,3731,1579,1155,2
2.9,0,43,35036,2,796,3,4.6,3445,1515,1185,0
7.4,0.8,54,34738,2,796,3,4.6,3445,1515,1185,0
0.4,3.8,41,6112,2,1197,4,4.8,3845,1735,1335,2
1.8,0,43,13051,2,1197,4,4.8,3845,1735,1335,2
11.2,0,47,34738,6,1493,4,5.2,4300,1790,1720,3
5.7,0.8,42,8794,2,998,3,4.7,3655,1620,1340,2
3.9,0.8,36,27003,2,796,3,4.6,3445,1515,1185,0
12.3,1.4,45,8794,6,1493,4,5.2,4300,1790,1720,3
8,2.2,35,27003,6,1493,4,5.2,4300,1790,1720,3
0,3.4,48,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,2.4,43,4076,2,1197,4,4.8,3845,1735,1335,2
0.9,1.2,40,6112,6,1493,4,5.2,4300,1790,1720,3
8,0.8,45,8794,6,1493,4,5.2,4300,1790,1720,3
2.9,3.4,43,27742,2,1197,4,4.8,3845,1735,1335,2
12.4,1.2,50,27003,2,1498,4,4.9,3995,1695,1051,4
1.2,1.6,42,6112,6,1493,4,5.2,4300,1790,1720,3
4.4,0.2,57,7788,2,998,3,4.7,3655,1620,1340,2
8.7,0.8,40,8794,6,1197,4,4.85,3990,1745,1410,0
6,2.6,41,8794,2,1197,4,4.8,3845,1735,1335,2
10.7,0.4,36,5410,2,796,3,4.6,3445,1515,1185,0
5.7,0.6,54,7788,1,1196,4,4.5,3675,1475,1510,0
6,0,49,8794,6,1493,4,5.2,4300,1790,1720,3
0.5,0.2,35,8794,2,1197,4,4.8,3845,1735,1335,2
11.9,1.2,40,8794,2,1197,4,4.8,3845,1735,1335,2
0,0,56,65567,2,796,3,4.6,3445,1515,1185,0
1.7,0.8,46,27003,2,1197,4,4.8,3845,1735,1335,2
10,3.2,40,8794,6,1493,4,5.2,4300,1790,1720,3
4.8,1,43,8794,2,998,3,4.7,3655,1620,1340,2
3.9,0,41,17804,2,999,3,5,3731,1579,1155,2
5.3,0.6,44,73430,2,796,3,4.6,3445,1515,1185,0
11.5,3.2,38,7788,2,1197,4,4.8,3845,1735,1335,2
3.7,3,43,8794,2,1197,4,4.8,3845,1735,1335,2
11.7,1,47,8794,6,1197,4,4.85,3990,1745,1410,0
4.2,3,51,8794,6,1493,4,5.2,4300,1790,1720,3
11.8,3.2,47,8794,2,1197,4,4.8,3845,1735,1335,2
12.3,1.2,35,17804,2,1498,4,4.9,3995,1695,1051,4
8.5,0.2,39,4076,2,796,3,4.6,3445,1515,1185,0
8,1,35,6112,6,1493,4,5.2,4300,1790,1720,3
8.1,2.4,45,27003,6,1493,4,5.2,4300,1790,1720,3
10.3,1,45,8794,6,1493,4,5.2,4300,1790,1720,3
0.8,1.4,41,27003,6,1493,4,5.2,4300,1790,1720,3
4.6,0,39,34738,6,1493,4,5.2,4300,1790,1720,3
4.8,0.4,49,73430,2,796,3,4.6,3445,1515,1185,0
1.9,3.2,40,8794,2,1197,4,4.8,3845,1735,1335,2
5.4,4,42,17804,2,1498,4,4.9,3995,1695,1051,4
10.4,2.6,40,7788,6,1493,4,5.2,4300,1790,1720,3
12,0.2,35,4076,6,1493,4,5.2,4300,1790,1720,3
8.9,1.6,43,34791,2,1197,4,4.8,3845,1735,1335,2
0.9,2,40,3264,2,1197,4,4.8,3845,1735,1335,2
2.8,1.4,51,8794,2,1197,4,4.8,3845,1735,1335,2
10.2,3,48,8794,2,1197,4,4.8,3845,1735,1335,2
9.9,2,50,17804,2,998,3,4.7,3655,1620,1340,2
9.1,4.8,48,5410,6,1493,4,5.2,4300,1790,1720,3
5.9,0,48,8794,2,1197,4,4.8,3845,1735,1335,2
8.7,1.8,39,8794,2,998,3,4.7,3655,1620,1340,2
9.4,0.8,40,5410,2,1197,4,4.8,3845,1735,1335,2
10.4,0.8,37,8794,6,1493,4,5.2,4300,1790,1720,3
11.9,2.2,38,8794,2,1497,4,5,3990,1755,1490,5
5.3,2,45,3264,2,1197,4,4.8,3845,1735,1335,2
2,0.6,41,27003,2,1197,4,4.8,3845,1735,1335,2
10.5,0.4,40,34738,2,796,3,4.6,3445,1515,1185,0
10.7,0.4,47,8794,2,1197,4,4.8,3845,1735,1335,2
2,0,48,73430,2,796,3,4.6,3445,1515,1185,0
5,2.6,37,73430,6,1493,4,5.2,4300,1790,1720,3
1.2,0.4,36,6108,2,1197,4,4.8,3845,1735,1335,2
0.8,1.6,40,34791,2,1197,4,4.8,3845,1735,1335,2
10.8,3,44,8794,6,1493,4,5.2,4300,1790,1720,3
5.5,1.6,39,17804,2,998,3,4.7,3655,1620,1340,2
1,0.6,49,8794,2,1197,4,4.8,3845,1735,1335,2
2.2,1.8,35,4076,6,1493,4,5.2,4300,1790,1720,3
1.6,2,36,8794,2,1197,4,4.8,3845,1735,1335,2
4.3,0.4,46,7788,2,998,3,4.7,3655,1620,1340,2
4.5,1,35,8794,6,1493,4,5.2,4300,1790,1720,3
6.8,0,61,5410,2,796,3,4.6,3445,1515,1185,0
2,2.2,43,8794,6,1493,4,5.2,4300,1790,1720,3
3.2,0.2,42,4076,2,796,3,4.6,3445,1515,1185,0
0.1,0.2,41,4076,2,998,3,4.7,3655,1620,1340,2
0.5,0.2,43,6112,2,796,3,4.6,3445,1515,1185,0
9.8,2.4,39,27003,2,1197,4,4.8,3845,1735,1335,2
2.9,1.4,45,34738,6,1493,4,5.2,4300,1790,1720,3
11.3,2,42,27003,2,1197,4,4.8,3845,1735,1335,2
4.3,0.2,35,6112,2,796,3,4.6,3445,1515,1185,0
5.9,2,41,6112,2,796,3,4.6,3445,1515,1185,0
0.9,0.6,36,4076,2,796,3,4.6,3445,1515,1185,0
1.9,1,36,5410,6,1493,4,5.2,4300,1790,1720,3
3.2,0.6,39,27003,2,1197,4,4.8,3845,1735,1335,2
10.5,3.8,45,7788,6,1493,4,5.2,4300,1790,1720,3
6.6,2,46,34738,2,796,3,4.6,3445,1515,1185,0
10.4,0.4,43,7788,2,1197,4,4.8,3845,1735,1335,2
4.5,0.8,36,6112,2,999,3,5,3731,1579,1155,2
10.6,0,44,8794,6,1493,4,5.2,4300,1790,1720,3
11.6,1.4,54,27003,6,1493,4,5.2,4300,1790,1720,3
7.7,0.6,43,34738,2,796,3,4.6,3445,1515,1185,0
9.5,0.2,48,290,1,1196,4,4.5,3675,1475,1510,0
11.4,1.2,40,17804,2,1498,4,4.9,3995,1695,1051,4
11.5,1.6,47,8794,6,1493,4,5.2,4300,1790,1720,3
10.3,1.6,45,8794,6,1493,4,5.2,4300,1790,1720,3
9,1.8,36,8794,6,1493,4,5.2,4300,1790,1720,3
11.4,1.8,37,34738,2,998,3,4.7,3655,1620,1340,2
6.4,2.2,44,27003,6,1493,4,5.2,4300,1790,1720,3
4.1,0.2,43,6108,2,796,3,4.6,3445,1515,1185,0
0.9,1.6,50,290,2,1197,4,4.8,3845,1735,1335,2
5.5,0.6,60,7788,1,1196,4,4.5,3675,1475,1510,0
2.3,1,41,17804,2,998,3,4.7,3655,1620,1340,2
10.4,0.2,47,21622,2,796,3,4.6,3445,1515,1185,0
10.9,2.8,64,8794,2,1197,4,4.8,3845,1735,1335,2
1.4,1,49,34791,2,796,3,4.6,3445,1515,1185,0
5.7,0.4,37,4076,2,796,3,4.6,3445,1515,1185,0
3.4,2,42,27003,6,1493,4,5.2,4300,1790,1720,3
3.4,2.8,41,8794,2,1197,4,4.8,3845,1735,1335,2
0.9,0.4,44,34738,6,1493,4,5.2,4300,1790,1720,3
5.5,0.2,37,8794,2,796,3,4.6,3445,1515,1185,0
4.8,4.2,37,8794,6,1493,4,5.2,4300,1790,1720,3
1.4,0.2,47,65567,2,796,3,4.6,3445,1515,1185,0
12.5,0.4,50,5410,2,1197,4,4.8,3995,1735,1335,2
11.1,3,50,6112,2,1197,4,4.8,3845,1735,1335,2
3.6,2.8,48,27742,6,1493,4,5.2,4300,1790,1720,3
8.9,0.2,48,4990,2,796,3,4.6,3445,1515,1185,0
1.9,0.2,36,34738,2,796,3,4.6,3445,1515,1185,0
0.7,0.2,46,5410,6,1493,4,5.2,4300,1790,1720,3
0.9,0.4,44,34738,6,1493,4,5.2,4300,1790,1720,3
9.1,2.2,66,34738,6,1493,4,5.2,4300,1790,1720,3
6,1.4,40,4076,6,1197,4,4.85,3990,1745,1410,0
4.7,2,40,17804,2,1197,4,4.8,3845,1735,1335,2
3.9,1.8,64,27003,2,1197,4,4.8,3845,1735,1335,2
8.7,1.4,40,34738,2,796,3,4.6,3445,1515,1185,0
4.9,0.4,50,5410,2,1197,4,4.8,3845,1735,1335,2
0.7,0,40,73430,2,796,3,4.6,3445,1515,1185,0
1,0.8,52,34738,2,1197,4,4.8,3845,1735,1335,2
0.8,0.8,36,4076,2,796,3,4.6,3445,1515,1185,0
9.8,1.6,40,8794,6,1493,4,5.2,4300,1790,1720,3
0.4,3.4,45,6112,6,1197,4,4.85,3990,1745,1410,0
5.5,1.2,47,8794,2,998,3,4.7,3655,1620,1340,2
10.7,1.8,37,5410,6,1493,4,5.2,4300,1790,1720,3
3.6,1.6,40,8794,2,1197,4,4.8,3845,1735,1335,2
10.6,3.6,35,8794,6,1493,4,5.2,4300,1790,1720,3
0.9,0.6,43,7788,2,999,3,5,3731,1579,1155,2
8.5,0.6,40,73430,2,796,3,4.6,3445,1515,1185,0
10.7,1.2,62,16733,2,1197,4,4.8,3845,1735,1335,2
3.4,0.2,38,4076,2,796,3,4.6,3445,1515,1185,0
11.1,0.6,35,8794,2,1197,4,4.8,3845,1735,1335,2
8.8,0.4,41,34738,2,796,3,4.6,3445,1515,1185,0
5.2,2.4,44,34738,2,999,3,5,3731,1579,1155,2
5.1,1.2,50,5410,6,1197,4,4.85,3990,1745,1410,0
11.5,1.8,45,27003,6,1197,4,4.85,3990,1745,1410,0
10.6,1.8,41,17804,2,998,3,4.7,3655,1620,1340,2
10,2,36,8794,2,1498,4,4.9,3995,1695,1051,4
10.1,2.6,56,27003,2,796,3,4.6,3445,1515,1185,0
11.8,2.2,37,8794,2,1498,4,4.9,3995,1695,1051,4
7.3,1.6,39,8794,2,1197,4,4.8,3845,1735,1335,2
8.1,0.4,50,4076,2,796,3,4.6,3445,1515,1185,0
0.8,1,41,34738,2,796,3,4.6,3445,1515,1185,0
2.9,0.2,41,4990,2,796,3,4.6,3445,1515,1185,0
9.1,0.6,50,4076,2,796,3,4.6,3445,1515,1185,0
0.3,0.2,40,34738,2,796,3,4.6,3445,1515,1185,0
1.8,0.8,46,73430,1,1196,4,4.5,3675,1475,1510,0
2.5,1.2,48,17804,6,1197,4,4.85,3990,1745,1410,0
10.4,3,36,5410,2,1197,4,4.8,3845,1735,1335,2
4.6,0.2,40,13051,2,796,3,4.6,3445,1515,1185,0
10.3,0.8,43,34738,6,1493,4,5.2,4300,1790,1720,3
12.2,3.2,57,4076,2,796,3,4.6,3445,1515,1185,0
10.1,1.2,55,8794,6,1493,4,5.2,4300,1790,1720,3
0.5,0,48,3264,2,796,3,4.6,3445,1515,1185,0
4.6,2.8,40,17804,2,1197,4,4.8,3845,1735,1335,2
11.3,3.8,58,4990,2,1197,4,4.8,3845,1735,1335,2
2.2,2.2,49,8794,2,1197,4,4.8,3845,1735,1335,2
11.3,0.6,50,27003,2,796,3,4.6,3445,1515,1185,0
0.9,4,40,73430,2,1197,4,4.8,3845,1735,1335,2
10.4,3.6,39,34738,2,1497,4,5,3990,1755,1490,5
1.9,1.2,38,5410,2,796,3,4.6,3445,1515,1185,0
10.4,0.8,36,4076,2,1197,4,4.8,3845,1735,1335,2
2.2,3.6,43,5410,6,1493,4,5.2,4300,1790,1720,3
3.5,0,54,73430,2,796,3,4.6,3445,1515,1185,0
